id	Kcat_value	Substrate_type
1	1.0421246161986704	Preferred
2	-0.809535798607418	Preferred
3	2.2208650305146023	Preferred
4	0.3450094147840556	Preferred
5	0.2967521304641638	Preferred
6	0.6260570321242972	Preferred
7	1.6718954461606141	Preferred
8	0.16766758349667654	Preferred
9	0.9871103119431042	Preferred
10	0.4479618909112453	Preferred
11	0.17267204181387483	Preferred
12	0.3640142701287876	Preferred
13	0.9739530823133224	Preferred
14	1.0160389633456466	Preferred
15	1.169025400515532	Preferred
16	0.9531744749198977	Preferred
17	-0.7014857769894784	Preferred
18	0.5638127181524106	Preferred
19	2.1760438076485085	Preferred
20	-0.8090938319036934	Preferred
21	2.692385655846793	Preferred
22	1.3934756574806797	Preferred
23	1.390932375227808	Preferred
24	0.7642701688187096	Preferred
25	1.8893782322535828	Preferred
26	1.6031602217116008	Preferred
27	2.4228169717089387	Preferred
28	2.702070166911064	Preferred
29	3.8507285675430545	Preferred
30	3.837366790153348	Preferred
31	2.6414126411581846	Preferred
32	2.8138209957896163	Preferred
33	-0.1604163654073532	Preferred
34	-0.14065789510958707	Preferred
35	0.7950152761005255	Preferred
36	0.3333110413093985	Preferred
37	0.4162520359140242	Preferred
38	0.8939472045213255	Preferred
39	-0.1581843546052859	Preferred
40	-1.1932440706040237	Preferred
41	-0.6332268258509418	Preferred
42	1.1824710066012354	Preferred
43	0.3860895667778459	Preferred
44	0.19225844079430093	Preferred
45	1.537594554516547	Preferred
46	1.3311893573896507	Preferred
47	-0.804829764706278	Preferred
48	1.0765469898059217	Preferred
49	1.2783409627126816	Preferred
50	0.3692076659821268	Preferred
51	4.569923084790782	Preferred
52	3.2934520474595295	Preferred
53	0.7897570350187331	Preferred
54	1.2426814698991782	Preferred
55	3.035570289298891	Preferred
56	2.368828994810187	Preferred
57	3.129095266827876	Preferred
58	0.1033728397166205	Preferred
59	0.29621677155952636	Preferred
60	1.0443333013789917	Preferred
61	1.0898791974843687	Preferred
62	0.9654459768636346	Preferred
63	1.2401201013180605	Preferred
64	-0.07244008677925284	Preferred
65	1.7133966794552735	Preferred
66	1.8624037655553296	Preferred
67	1.1739742361962597	Preferred
68	1.0053709722974302	Preferred
69	0.9439052316938457	Preferred
70	1.7353869272988895	Preferred
71	-0.48083199821967326	Preferred
72	0.9884840116360708	Preferred
73	1.1379956488772738	Preferred
74	2.1910748383014864	Preferred
75	1.6501131910918267	Preferred
76	0.766278038338586	Preferred
77	1.8231099255604026	Preferred
78	1.2732584173909929	Preferred
79	0.5168210641256585	Preferred
80	0.17267204181387483	Preferred
81	0.35287754174019687	Preferred
82	-0.3687428401690913	Preferred
83	-0.3191683221036436	Preferred
84	-0.8157291459222125	Preferred
85	0.9365212728740029	Preferred
86	0.6304126075301	Preferred
87	0.3901217772951084	Preferred
88	0.26341947607651717	Preferred
89	0.3401087016552682	Preferred
90	0.0022722744137577155	Preferred
91	2.1548364394418247	Preferred
92	2.513174258033704	Preferred
93	1.8687615405606457	Preferred
94	1.1962604682370435	Preferred
95	0.8698827706209313	Preferred
96	0.8381477239522248	Preferred
97	0.9262920905991824	Preferred
98	0.7912409751886275	Preferred
99	1.8449592148775302	Preferred
100	-0.49257045587816123	Preferred
101	0.5371761858848957	Preferred
102	1.2049818105510732	Preferred
103	1.41500800542664	Preferred
104	1.6273458053027852	Preferred
105	0.2852585021200767	Preferred
106	3.0590248120189907	Preferred
107	3.0844320840205035	Preferred
108	1.9848530882182276	Preferred
109	0.8103682003335949	Preferred
110	2.4745565022136855	Preferred
111	3.170085489578444	Preferred
112	-0.4866397191786522	Preferred
113	-0.6403383414087939	Preferred
114	2.1630772021767477	Preferred
115	1.7019375550885842	Preferred
116	0.881453570887425	Preferred
117	1.8115681208360175	Preferred
118	-0.761286785911853	Preferred
119	1.9396484639017773	Preferred
120	1.1079744971233032	Preferred
121	1.8081977479216125	Preferred
122	-0.14683518363094894	Preferred
123	-0.45257275627566257	Preferred
124	0.24467705191921107	Preferred
125	2.127175122897088	Preferred
126	0.7834527295155724	Preferred
127	2.030744993008024	Preferred
128	2.1865997639412016	Preferred
129	3.348876021404095	Preferred
130	2.2763693881402607	Preferred
131	0.6530858295784322	Preferred
132	0.17267204181387483	Preferred
133	0.8548087490527975	Preferred
134	1.3385358516724124	Preferred
135	1.3608233755937855	Preferred
136	1.1569877289584036	Preferred
137	0.3479406918404894	Preferred
138	1.4810568359619785	Preferred
139	2.0208962695666632	Preferred
