	protein_id	index_id	ortholog_id	pan_id	mRNA_id	gene_id	strain
0	Saccharomyces_cerevisiae@YDL204W	110_0	OG17601	Saccharomyces_cerevisiae@YDL204W	YDL204W RTN2 SGDID:S000002363, gene=Scer-Chr=IV-SGD-gene-CDS=94605-95786	YDL204W	Saccharomyces_cerevisiae
1	Saccharomyces_cerevisiae@YNL167C	110_1	OG4819	Saccharomyces_cerevisiae@YNL167C	YNL167C SKO1 SGDID:S000005111, gene=Scer-Chr=XIV-SGD-gene-CDS=321359-319416	YNL167C	Saccharomyces_cerevisiae
2	Saccharomyces_cerevisiae@YJL068C	110_2	OG3241	Saccharomyces_cerevisiae@YJL068C	YJL068C YJL068C SGDID:S000003604, gene=Scer-Chr=X-SGD-gene-CDS=313915-313016	YJL068C	Saccharomyces_cerevisiae
3	Saccharomyces_cerevisiae@YBL005W	110_3	OG5623	Saccharomyces_cerevisiae@YGL013C	YBL005W PDR3 SGDID:S000000101, gene=Scer-Chr=II-SGD-gene-CDS=217470-220400	YBL005W	Saccharomyces_cerevisiae
4	Saccharomyces_cerevisiae@YFR013W	110_4	OG6390	Saccharomyces_cerevisiae@YFR013W	YFR013W IOC3 SGDID:S000001909, gene=Scer-Chr=VI-SGD-gene-CDS=169922-172285	YFR013W	Saccharomyces_cerevisiae
5	Saccharomyces_cerevisiae@YLR037C	110_5	OG12147	Saccharomyces_cerevisiae@YLR037C	YLR037C PAU23 SGDID:S000004027, gene=Scer-Chr=XII-SGD-gene-CDS=223059-222685	YLR037C	Saccharomyces_cerevisiae
6	Saccharomyces_cerevisiae@YHR077C	110_6	OG2306	Saccharomyces_cerevisiae@YHR077C	YHR077C NMD2 SGDID:S000001119, gene=Scer-Chr=VIII-SGD-gene-CDS=255637-252374	YHR077C	Saccharomyces_cerevisiae
7	Saccharomyces_cerevisiae@YGR294W	110_7	OG8427	Saccharomyces_cerevisiae@YGR294W	YGR294W PAU12 SGDID:S000003526, gene=Scer-Chr=VII-SGD-gene-CDS=1080306-1080668	YGR294W	Saccharomyces_cerevisiae
8	Saccharomyces_cerevisiae@YGR233C	110_8	OG1647	Saccharomyces_cerevisiae@YGR233C	YGR233C PHO81 SGDID:S000003465, gene=Scer-Chr=VII-SGD-gene-CDS=958210-954674	YGR233C	Saccharomyces_cerevisiae
9	Saccharomyces_cerevisiae@YOL162W	110_9	OG12664	Saccharomyces_cerevisiae@YOL162W	YOL162W YOL162W SGDID:S000005522, gene=Scer-Chr=XV-SGD-gene-CDS=10119-10766	YOL162W	Saccharomyces_cerevisiae
10	Saccharomyces_cerevisiae@YLR001C	110_10	OG3331	Saccharomyces_cerevisiae@YLR001C	YLR001C YLR001C SGDID:S000003991, gene=Scer-Chr=XII-SGD-gene-CDS=153977-151389	YLR001C	Saccharomyces_cerevisiae
11	Saccharomyces_cerevisiae@YJL052C-A	110_11	OG225769	Saccharomyces_cerevisiae@YJL052C-A	YJL052C-A YJL052C-A SGDID:S000007610, gene=Scer-Chr=X-SGD-gene-CDS=338003-337884	YJL052C-A	Saccharomyces_cerevisiae
12	Saccharomyces_cerevisiae@YPL240C	110_12	OG1544	Saccharomyces_cerevisiae@YPL240C	YPL240C HSP82 SGDID:S000006161, gene=Scer-Chr=XVI-SGD-gene-CDS=98625-96496	YPL240C	Saccharomyces_cerevisiae
13	Saccharomyces_cerevisiae@YER159C-A	110_13	OG5610	Saccharomyces_cerevisiae@YHR214C-B	YER159C-A YER159C-A SGDID:S000007403, gene=Scer-Chr=V-SGD-gene-CDS=498124-496802	YER159C-A	Saccharomyces_cerevisiae
14	Saccharomyces_cerevisiae@YGR245C	110_14	OG1902	Saccharomyces_cerevisiae@YGR245C	YGR245C SDA1 SGDID:S000003477, gene=Scer-Chr=VII-SGD-gene-CDS=982068-979765	YGR245C	Saccharomyces_cerevisiae
15	Saccharomyces_cerevisiae@YPL036W	110_15	OG1171	Saccharomyces_cerevisiae@YPL036W	YPL036W PMA2 SGDID:S000005957, gene=Scer-Chr=XVI-SGD-gene-CDS=482843-485686	YPL036W	Saccharomyces_cerevisiae
16	Saccharomyces_cerevisiae@YGL249W	110_16	OG7670	Saccharomyces_cerevisiae@YGL249W	YGL249W ZIP2 SGDID:S000003218, gene=Scer-Chr=VII-SGD-gene-CDS=33098-35212	YGL249W	Saccharomyces_cerevisiae
17	Saccharomyces_cerevisiae@YDL166C	110_17	OG2458	Saccharomyces_cerevisiae@YDL166C	YDL166C FAP7 SGDID:S000002325, gene=Scer-Chr=IV-SGD-gene-CDS=164042-163449	YDL166C	Saccharomyces_cerevisiae
18	Saccharomyces_cerevisiae@YDR289C	110_18	OG4018	Saccharomyces_cerevisiae@YDR289C	YDR289C RTT103 SGDID:S000002697, gene=Scer-Chr=IV-SGD-gene-CDS=1039509-1038280	YDR289C	Saccharomyces_cerevisiae
19	Saccharomyces_cerevisiae@YDR170C	110_19	OG1522	Saccharomyces_cerevisiae@YDR170C	YDR170C SEC7 SGDID:S000002577, gene=Scer-Chr=IV-SGD-gene-CDS=802222-796193	YDR170C	Saccharomyces_cerevisiae
20	Saccharomyces_cerevisiae@YBR281C	110_20	OG1784	Saccharomyces_cerevisiae@YBR281C	YBR281C DUG2 SGDID:S000000485, gene=Scer-Chr=II-SGD-gene-CDS=767606-764970	YBR281C	Saccharomyces_cerevisiae
